ID,Name,StudyHours,Attendance,Marks,Result,Grade,PerformanceScore
519,Student_519,9.9,74,40.8,Pass,D,Poor
520,Student_520,2.4,94,73.6,Pass,B,Good
521,Student_521,6.3,100,71.6,Pass,B,Good
522,Student_522,4.4,68,83.2,Pass,A,Good
523,Student_523,9.7,95,69.99,Pass,C,Average
524,Student_524,8.6,85,44.8,Pass,D,Poor
525,Student_525,8.5,94,83.9,Pass,A,Good
526,Student_526,5.2,57,51.2,Pass,D,Average
527,Student_527,4.7,78,91.5,Pass,A+,Excellent
528,Student_528,3.5,81,89.1,Pass,A,Excellent
529,Student_529,1.5,100,72.4,Pass,B,Good
530,Student_530,8.8,93,82.6,Pass,A,Good
531,Student_531,8.3,67,58.9,Pass,D,Average
532,Student_532,10.0,55,68.3,Pass,C,Average
533,Student_533,10.0,67,89.3,Pass,A,Excellent
534,Student_534,6.0,68,67.6,Pass,C,Average
535,Student_535,7.9,71,61.5,Pass,C,Average
536,Student_536,9.5,86,69.99,Pass,C,Average
537,Student_537,8.6,81,89.7,Pass,A,Excellent
538,Student_538,3.2,90,60.1,Pass,C,Average
539,Student_539,5.1,52,50.4,Pass,D,Average
540,Student_540,2.2,77,82.7,Pass,A,Good
541,Student_541,9.6,59,89.6,Pass,A,Excellent
542,Student_542,6.5,100,46.0,Pass,D,Poor
543,Student_543,3.1,84,54.4,Pass,D,Average
544,Student_544,7.0,78,48.5,Pass,D,Poor
545,Student_545,6.6,64,60.9,Pass,C,Average
546,Student_546,4.2,82,67.0,Pass,C,Average
547,Student_547,2.0,56,84.9,Pass,A,Good
548,Student_548,7.0,61,79.1,Pass,B,Good
549,Student_549,5.7,98,77.3,Pass,B,Good
550,Student_550,8.0,79,61.1,Pass,C,Average
551,Student_551,5.7,70,90.5,Pass,A+,Excellent
552,Student_552,8.7,80,68.3,Pass,C,Average
553,Student_553,6.0,73,98.7,Pass,A+,Excellent
554,Student_554,6.0,69,78.0,Pass,B,Good
555,Student_555,8.9,86,47.6,Pass,D,Poor
556,Student_556,4.6,53,80.6,Pass,A,Good
557,Student_557,2.2,77,59.5,Pass,D,Average
558,Student_558,1.3,93,81.2,Pass,A,Good
559,Student_559,7.8,69,44.2,Pass,D,Poor
560,Student_560,6.6,73,50.5,Pass,D,Average
561,Student_561,7.3,99,91.3,Pass,A+,Excellent
562,Student_562,2.9,98,53.6,Pass,D,Average
563,Student_563,2.2,100,90.2,Pass,A+,Excellent
564,Student_564,1.1,81,56.8,Pass,D,Average
565,Student_565,4.2,90,78.6,Pass,B,Good
566,Student_566,6.3,85,81.6,Pass,A,Good
567,Student_567,4.5,83,70.8,Pass,B,Good
568,Student_568,4.9,85,69.99,Pass,C,Average
569,Student_569,9.1,51,52.8,Pass,D,Average
570,Student_570,4.1,64,42.0,Pass,D,Poor
571,Student_571,5.6,83,58.2,Pass,D,Average
572,Student_572,8.1,85,79.2,Pass,B,Good
573,Student_573,4.6,55,96.3,Pass,A+,Excellent
574,Student_574,6.6,88,92.3,Pass,A+,Excellent
575,Student_575,8.8,91,86.0,Pass,A,Excellent
576,Student_576,9.5,100,87.3,Pass,A,Excellent
577,Student_577,2.3,100,69.99,Pass,C,Average
578,Student_578,9.3,61,55.6,Pass,D,Average
579,Student_579,5.4,52,94.4,Pass,A+,Excellent
580,Student_580,3.3,94,80.2,Pass,A,Good
581,Student_581,5.1,67,73.6,Pass,B,Good
582,Student_582,9.8,89,46.7,Pass,D,Poor
583,Student_583,5.4,70,66.8,Pass,C,Average
584,Student_584,4.0,64,67.6,Pass,C,Average
585,Student_585,6.7,82,91.9,Pass,A+,Excellent
586,Student_586,3.2,84,72.8,Pass,B,Good
587,Student_587,1.7,75,62.8,Pass,C,Average
588,Student_588,2.2,57,98.6,Pass,A+,Excellent
589,Student_589,2.2,85,46.6,Pass,D,Poor
590,Student_590,2.4,97,65.4,Pass,C,Average
591,Student_591,2.2,79,42.5,Pass,D,Poor
592,Student_592,6.8,72,84.4,Pass,A,Good
593,Student_593,2.6,91,95.1,Pass,A+,Excellent
594,Student_594,4.1,93,56.8,Pass,D,Average
595,Student_595,9.1,63,91.5,Pass,A+,Excellent
596,Student_596,5.3,63,57.5,Pass,D,Average
597,Student_597,7.0,51,94.6,Pass,A+,Excellent
598,Student_598,2.6,86,85.2,Pass,A,Excellent
599,Student_599,2.7,54,88.3,Pass,A,Excellent
600,Student_600,1.4,87,41.1,Pass,D,Poor
601,Student_601,2.5,94,97.8,Pass,A+,Excellent
602,Student_602,3.5,90,83.6,Pass,A,Good
603,Student_603,2.6,96,58.3,Pass,D,Average
604,Student_604,1.8,63,89.8,Pass,A,Excellent
605,Student_605,2.1,88,56.9,Pass,D,Average
606,Student_606,5.1,74,92.4,Pass,A+,Excellent
607,Student_607,2.9,69,46.8,Pass,D,Poor
608,Student_608,4.3,51,82.2,Pass,A,Good
609,Student_609,5.5,88,72.4,Pass,B,Good
610,Student_610,7.2,55,45.8,Pass,D,Poor
611,Student_611,1.4,66,54.5,Pass,D,Average
612,Student_612,8.2,74,69.99,Pass,C,Average
613,Student_613,6.7,77,68.1,Pass,C,Average
614,Student_614,1.7,51,58.1,Pass,D,Average
615,Student_615,8.9,84,75.9,Pass,B,Good
616,Student_616,9.3,86,57.8,Pass,D,Average
617,Student_617,1.5,54,58.0,Pass,D,Average
618,Student_618,3.5,50,84.6,Pass,A,Good
619,Student_619,8.3,89,69.99,Pass,C,Average
620,Student_620,7.7,61,94.2,Pass,A+,Excellent
621,Student_621,2.7,85,91.1,Pass,A+,Excellent
622,Student_622,2.9,94,80.1,Pass,A,Good
623,Student_623,4.3,72,75.6,Pass,B,Good
624,Student_624,5.4,96,69.99,Pass,C,Average
625,Student_625,6.6,80,51.1,Pass,D,Average
626,Student_626,4.3,60,44.7,Pass,D,Poor
627,Student_627,5.2,59,54.4,Pass,D,Average
628,Student_628,7.7,52,87.7,Pass,A,Excellent
629,Student_629,1.3,63,42.1,Pass,D,Poor
630,Student_630,3.3,65,75.0,Pass,B,Good
631,Student_631,7.4,59,99.7,Pass,A+,Excellent
632,Student_632,9.1,78,69.99,Pass,C,Average
633,Student_633,5.6,59,69.99,Pass,C,Average
634,Student_634,5.8,61,43.8,Pass,D,Poor
635,Student_635,2.0,79,89.9,Pass,A,Excellent
636,Student_636,5.0,90,75.9,Pass,B,Good
637,Student_637,5.8,50,46.9,Pass,D,Poor
638,Student_638,3.2,54,45.6,Pass,D,Poor
639,Student_639,3.4,69,94.6,Pass,A+,Excellent
640,Student_640,4.4,57,80.2,Pass,A,Good
641,Student_641,1.2,92,89.8,Pass,A,Excellent
642,Student_642,3.9,61,92.7,Pass,A+,Excellent
643,Student_643,2.9,50,74.3,Pass,B,Good
644,Student_644,3.9,69,71.0,Pass,B,Good
645,Student_645,2.1,77,65.8,Pass,C,Average
646,Student_646,9.0,92,59.0,Pass,D,Average
647,Student_647,6.3,86,66.1,Pass,C,Average
648,Student_648,7.1,96,86.4,Pass,A,Excellent
649,Student_649,8.1,86,76.1,Pass,B,Good
650,Student_650,5.5,61,93.6,Pass,A+,Excellent
651,Student_651,1.8,86,69.99,Pass,C,Average
652,Student_652,5.8,98,76.4,Pass,B,Good
653,Student_653,6.3,98,77.9,Pass,B,Good
654,Student_654,7.7,93,75.5,Pass,B,Good
655,Student_655,4.9,77,82.2,Pass,A,Good
656,Student_656,2.1,96,54.2,Pass,D,Average
657,Student_657,3.6,64,70.7,Pass,B,Good
658,Student_658,4.3,55,46.3,Pass,D,Poor
659,Student_659,6.8,93,69.99,Pass,C,Average
660,Student_660,6.1,69,69.3,Pass,C,Average
661,Student_661,4.2,99,79.1,Pass,B,Good
662,Student_662,9.9,63,97.0,Pass,A+,Excellent
663,Student_663,6.5,51,76.0,Pass,B,Good
664,Student_664,3.1,58,84.6,Pass,A,Good
665,Student_665,1.9,86,70.4,Pass,B,Good
666,Student_666,2.4,69,78.0,Pass,B,Good
667,Student_667,3.2,75,44.3,Pass,D,Poor
668,Student_668,2.4,78,69.99,Pass,C,Average
669,Student_669,2.7,50,61.7,Pass,C,Average
670,Student_670,3.6,84,68.3,Pass,C,Average
671,Student_671,2.6,55,42.7,Pass,D,Poor
672,Student_672,9.1,86,48.4,Pass,D,Poor
673,Student_673,1.7,54,56.6,Pass,D,Average
674,Student_674,5.7,82,69.99,Pass,C,Average
675,Student_675,4.7,98,59.9,Pass,D,Average
676,Student_676,9.8,100,68.9,Pass,C,Average
677,Student_677,2.0,63,51.8,Pass,D,Average
678,Student_678,4.6,61,76.6,Pass,B,Good
679,Student_679,9.7,91,56.8,Pass,D,Average
680,Student_680,8.8,69,52.4,Pass,D,Average
681,Student_681,8.4,99,71.0,Pass,B,Good
682,Student_682,3.3,73,40.3,Pass,D,Poor
683,Student_683,2.5,92,40.5,Pass,D,Poor
684,Student_684,7.0,83,53.1,Pass,D,Average
685,Student_685,9.4,74,42.2,Pass,D,Poor
686,Student_686,6.0,99,46.5,Pass,D,Poor
687,Student_687,6.1,78,60.3,Pass,C,Average
688,Student_688,3.5,88,88.2,Pass,A,Excellent
689,Student_689,7.9,80,74.3,Pass,B,Good
690,Student_690,2.7,96,70.8,Pass,B,Good
691,Student_691,3.9,92,69.99,Pass,C,Average
692,Student_692,4.8,99,95.9,Pass,A+,Excellent
693,Student_693,5.6,72,63.8,Pass,C,Average
694,Student_694,3.2,93,45.2,Pass,D,Poor
695,Student_695,2.0,87,77.0,Pass,B,Good
696,Student_696,6.5,69,46.8,Pass,D,Poor
697,Student_697,3.6,72,60.7,Pass,C,Average
698,Student_698,6.2,94,69.99,Pass,C,Average
699,Student_699,2.4,65,92.5,Pass,A+,Excellent
700,Student_700,5.3,99,69.6,Pass,C,Average
701,Student_701,5.8,91,82.1,Pass,A,Good
702,Student_702,1.5,57,99.6,Pass,A+,Excellent
703,Student_703,4.0,99,47.9,Pass,D,Poor
704,Student_704,2.2,70,56.5,Pass,D,Average
705,Student_705,1.6,50,63.7,Pass,C,Average
706,Student_706,9.9,57,65.3,Pass,C,Average
707,Student_707,3.9,78,64.7,Pass,C,Average
708,Student_708,8.3,81,94.5,Pass,A+,Excellent
709,Student_709,3.3,87,82.8,Pass,A,Good
710,Student_710,7.1,54,76.5,Pass,B,Good
711,Student_711,7.8,96,58.6,Pass,D,Average
712,Student_712,6.4,71,89.4,Pass,A,Excellent
713,Student_713,5.2,96,97.3,Pass,A+,Excellent
714,Student_714,4.7,83,89.3,Pass,A,Excellent
715,Student_715,4.1,50,40.1,Pass,D,Poor
716,Student_716,9.4,75,78.2,Pass,B,Good
717,Student_717,8.5,92,43.1,Pass,D,Poor
718,Student_718,9.7,59,55.5,Pass,D,Average
719,Student_719,2.1,79,43.6,Pass,D,Poor
720,Student_720,7.6,99,76.2,Pass,B,Good
721,Student_721,9.4,67,81.2,Pass,A,Good
722,Student_722,2.6,66,46.9,Pass,D,Poor
723,Student_723,1.6,75,63.0,Pass,C,Average
724,Student_724,7.7,57,67.4,Pass,C,Average
725,Student_725,6.2,96,69.99,Pass,C,Average
726,Student_726,8.6,89,47.3,Pass,D,Poor
727,Student_727,2.3,98,65.1,Pass,C,Average
728,Student_728,8.2,61,85.1,Pass,A,Excellent
729,Student_729,2.8,76,69.99,Pass,C,Average
730,Student_730,2.5,57,44.8,Pass,D,Poor
731,Student_731,2.5,74,61.3,Pass,C,Average
732,Student_732,8.3,95,96.5,Pass,A+,Excellent
733,Student_733,7.0,53,80.1,Pass,A,Good
734,Student_734,5.7,82,80.7,Pass,A,Good
735,Student_735,4.2,50,61.7,Pass,C,Average
736,Student_736,8.9,68,75.6,Pass,B,Good
737,Student_737,4.5,80,40.6,Pass,D,Poor
738,Student_738,8.3,65,78.2,Pass,B,Good
739,Student_739,5.0,63,94.8,Pass,A+,Excellent
740,Student_740,4.4,97,76.8,Pass,B,Good
741,Student_741,5.2,54,92.4,Pass,A+,Excellent
742,Student_742,3.7,90,83.4,Pass,A,Good
743,Student_743,7.7,75,47.2,Pass,D,Poor
744,Student_744,5.5,77,94.1,Pass,A+,Excellent
745,Student_745,3.1,51,44.0,Pass,D,Poor
746,Student_746,9.1,99,72.0,Pass,B,Good
747,Student_747,4.5,55,48.5,Pass,D,Poor
748,Student_748,5.9,58,40.7,Pass,D,Poor
749,Student_749,9.2,82,65.3,Pass,C,Average
750,Student_750,6.6,90,57.7,Pass,D,Average
751,Student_751,2.1,74,69.2,Pass,C,Average
752,Student_752,9.5,97,74.6,Pass,B,Good
753,Student_753,6.6,62,42.6,Pass,D,Poor
754,Student_754,4.0,58,47.4,Pass,D,Poor
755,Student_755,2.3,62,73.5,Pass,B,Good
756,Student_756,8.1,80,60.6,Pass,C,Average
757,Student_757,6.6,90,83.8,Pass,A,Good
758,Student_758,5.8,60,79.1,Pass,B,Good
759,Student_759,9.0,53,90.7,Pass,A+,Excellent
760,Student_760,8.1,83,81.5,Pass,A,Good
761,Student_761,2.4,87,65.8,Pass,C,Average
762,Student_762,3.8,95,80.4,Pass,A,Good
763,Student_763,3.2,53,56.5,Pass,D,Average
764,Student_764,7.7,87,58.4,Pass,D,Average
765,Student_765,1.3,68,87.3,Pass,A,Excellent
766,Student_766,6.1,55,66.8,Pass,C,Average
767,Student_767,7.9,83,87.9,Pass,A,Excellent
768,Student_768,8.9,67,89.3,Pass,A,Excellent
769,Student_769,4.1,62,91.5,Pass,A+,Excellent
770,Student_770,8.4,90,95.0,Pass,A+,Excellent
771,Student_771,2.0,72,65.9,Pass,C,Average
772,Student_772,8.6,68,59.1,Pass,D,Average
773,Student_773,2.1,94,74.9,Pass,B,Good
774,Student_774,4.6,60,62.3,Pass,C,Average
775,Student_775,8.2,50,76.1,Pass,B,Good
776,Student_776,2.3,73,82.3,Pass,A,Good
777,Student_777,3.1,56,81.3,Pass,A,Good
778,Student_778,7.5,74,62.5,Pass,C,Average
779,Student_779,7.5,70,50.0,Pass,D,Average
780,Student_780,6.8,64,65.8,Pass,C,Average
781,Student_781,7.2,50,48.6,Pass,D,Poor
782,Student_782,5.9,61,93.4,Pass,A+,Excellent
783,Student_783,3.3,56,60.8,Pass,C,Average
784,Student_784,4.1,64,49.3,Pass,D,Poor
785,Student_785,2.6,70,41.5,Pass,D,Poor
786,Student_786,9.2,68,78.7,Pass,B,Good
787,Student_787,6.3,78,78.2,Pass,B,Good
788,Student_788,4.6,74,60.4,Pass,C,Average
789,Student_789,5.2,82,44.3,Pass,D,Poor
790,Student_790,9.5,98,64.6,Pass,C,Average
791,Student_791,2.4,81,58.7,Pass,D,Average
792,Student_792,6.3,98,80.6,Pass,A,Good
793,Student_793,5.6,84,76.3,Pass,B,Good
794,Student_794,6.5,93,61.9,Pass,C,Average
795,Student_795,1.2,87,53.1,Pass,D,Average
796,Student_796,8.8,75,99.3,Pass,A+,Excellent
797,Student_797,9.4,60,67.2,Pass,C,Average
798,Student_798,6.1,84,81.3,Pass,A,Good
799,Student_799,7.3,57,48.4,Pass,D,Poor
800,Student_800,9.3,95,69.1,Pass,C,Average
801,Student_801,7.4,63,41.7,Pass,D,Poor
802,Student_802,2.4,59,70.3,Pass,B,Good
803,Student_803,6.2,51,97.8,Pass,A+,Excellent
804,Student_804,6.5,95,63.1,Pass,C,Average
805,Student_805,4.8,58,42.3,Pass,D,Poor
806,Student_806,7.6,52,41.9,Pass,D,Poor
807,Student_807,9.4,70,63.3,Pass,C,Average
808,Student_808,9.3,75,49.6,Pass,D,Poor
809,Student_809,5.1,57,41.4,Pass,D,Poor
810,Student_810,2.0,97,85.4,Pass,A,Excellent
811,Student_811,9.9,51,67.5,Pass,C,Average
812,Student_812,8.6,55,57.4,Pass,D,Average
813,Student_813,2.1,77,94.0,Pass,A+,Excellent
814,Student_814,9.3,78,47.0,Pass,D,Poor
815,Student_815,8.8,75,97.4,Pass,A+,Excellent
816,Student_816,5.7,74,58.8,Pass,D,Average
817,Student_817,6.3,61,93.3,Pass,A+,Excellent
818,Student_818,4.6,54,76.2,Pass,B,Good
819,Student_819,1.5,83,69.99,Pass,C,Average
820,Student_820,4.0,97,99.0,Pass,A+,Excellent
821,Student_821,8.2,86,57.3,Pass,D,Average
822,Student_822,1.0,64,97.7,Pass,A+,Excellent
823,Student_823,4.0,93,63.4,Pass,C,Average
824,Student_824,4.6,85,63.1,Pass,C,Average
825,Student_825,5.8,64,60.4,Pass,C,Average
826,Student_826,9.3,92,72.5,Pass,B,Good
827,Student_827,4.1,97,49.2,Pass,D,Poor
828,Student_828,4.1,72,69.99,Pass,C,Average
829,Student_829,7.6,55,72.5,Pass,B,Good
830,Student_830,5.1,95,85.7,Pass,A,Excellent
831,Student_831,3.0,99,90.0,Pass,A+,Excellent
832,Student_832,5.1,93,69.99,Pass,C,Average
833,Student_833,2.3,92,58.1,Pass,D,Average
834,Student_834,2.6,94,55.6,Pass,D,Average
835,Student_835,5.5,70,51.7,Pass,D,Average
836,Student_836,4.8,72,43.5,Pass,D,Poor
837,Student_837,9.2,92,60.5,Pass,C,Average
838,Student_838,4.3,65,56.2,Pass,D,Average
839,Student_839,6.2,96,98.0,Pass,A+,Excellent
840,Student_840,6.7,64,73.5,Pass,B,Good
841,Student_841,1.1,74,60.8,Pass,C,Average
842,Student_842,7.0,85,74.8,Pass,B,Good
843,Student_843,2.6,60,48.4,Pass,D,Poor
844,Student_844,9.6,100,66.6,Pass,C,Average
845,Student_845,2.3,64,77.6,Pass,B,Good
846,Student_846,4.7,53,69.3,Pass,C,Average
847,Student_847,1.8,70,64.1,Pass,C,Average
848,Student_848,10.0,62,99.6,Pass,A+,Excellent
849,Student_849,5.5,71,92.8,Pass,A+,Excellent
850,Student_850,6.4,68,69.99,Pass,C,Average
851,Student_851,1.6,83,74.2,Pass,B,Good
852,Student_852,7.7,63,77.2,Pass,B,Good
853,Student_853,2.9,53,52.1,Pass,D,Average
854,Student_854,9.1,97,63.7,Pass,C,Average
855,Student_855,2.8,95,42.4,Pass,D,Poor
856,Student_856,2.7,76,68.5,Pass,C,Average
857,Student_857,1.3,78,72.6,Pass,B,Good
858,Student_858,5.2,96,53.7,Pass,D,Average
859,Student_859,6.1,77,97.8,Pass,A+,Excellent
860,Student_860,1.6,84,94.6,Pass,A+,Excellent
861,Student_861,8.0,57,83.3,Pass,A,Good
862,Student_862,5.1,65,72.0,Pass,B,Good
863,Student_863,5.7,91,92.2,Pass,A+,Excellent
864,Student_864,5.0,85,47.8,Pass,D,Poor
865,Student_865,4.6,79,87.4,Pass,A,Excellent
866,Student_866,6.0,67,47.5,Pass,D,Poor
867,Student_867,2.4,51,87.7,Pass,A,Excellent
868,Student_868,2.6,98,56.5,Pass,D,Average
869,Student_869,8.8,62,92.6,Pass,A+,Excellent
870,Student_870,9.5,53,96.6,Pass,A+,Excellent
871,Student_871,4.4,75,48.9,Pass,D,Poor
872,Student_872,3.4,74,67.8,Pass,C,Average
873,Student_873,6.8,79,98.9,Pass,A+,Excellent
874,Student_874,4.7,60,69.0,Pass,C,Average
875,Student_875,1.2,56,91.8,Pass,A+,Excellent
876,Student_876,2.4,80,69.99,Pass,C,Average
877,Student_877,7.4,93,62.5,Pass,C,Average
878,Student_878,6.9,59,57.1,Pass,D,Average
879,Student_879,1.2,88,52.2,Pass,D,Average
880,Student_880,3.0,62,85.7,Pass,A,Excellent
881,Student_881,3.1,80,63.2,Pass,C,Average
882,Student_882,7.0,56,70.7,Pass,B,Good
883,Student_883,1.2,98,69.5,Pass,C,Average
884,Student_884,1.9,91,74.6,Pass,B,Good
885,Student_885,8.2,91,91.9,Pass,A+,Excellent
886,Student_886,2.6,85,98.8,Pass,A+,Excellent
887,Student_887,6.9,69,64.5,Pass,C,Average
888,Student_888,3.1,53,89.7,Pass,A,Excellent
889,Student_889,1.9,56,69.99,Pass,C,Average
890,Student_890,3.2,50,74.4,Pass,B,Good
891,Student_891,7.5,93,97.4,Pass,A+,Excellent
892,Student_892,8.7,94,52.0,Pass,D,Average
893,Student_893,8.5,91,46.6,Pass,D,Poor
894,Student_894,4.6,96,91.2,Pass,A+,Excellent
895,Student_895,7.0,62,66.3,Pass,C,Average
896,Student_896,2.8,71,90.8,Pass,A+,Excellent
897,Student_897,3.6,70,93.6,Pass,A+,Excellent
898,Student_898,9.1,71,43.7,Pass,D,Poor
899,Student_899,1.1,77,93.0,Pass,A+,Excellent
900,Student_900,1.8,58,66.9,Pass,C,Average
901,Student_901,2.9,75,70.6,Pass,B,Good
902,Student_902,1.2,58,77.6,Pass,B,Good
903,Student_903,2.6,64,95.6,Pass,A+,Excellent
904,Student_904,6.2,59,41.1,Pass,D,Poor
905,Student_905,4.8,73,68.6,Pass,C,Average
906,Student_906,9.0,91,69.99,Pass,C,Average
907,Student_907,8.4,57,83.4,Pass,A,Good
908,Student_908,4.1,73,81.6,Pass,A,Good
909,Student_909,3.3,65,48.1,Pass,D,Poor
910,Student_910,4.4,98,58.0,Pass,D,Average
911,Student_911,6.3,75,69.99,Pass,C,Average
912,Student_912,3.4,76,88.3,Pass,A,Excellent
913,Student_913,6.6,86,56.7,Pass,D,Average
914,Student_914,4.7,53,52.6,Pass,D,Average
915,Student_915,6.0,99,97.4,Pass,A+,Excellent
916,Student_916,4.9,73,40.5,Pass,D,Poor
917,Student_917,3.7,68,69.99,Pass,C,Average
918,Student_918,9.5,85,80.6,Pass,A,Good
919,Student_919,7.9,88,89.7,Pass,A,Excellent
920,Student_920,2.3,59,57.7,Pass,D,Average
921,Student_921,8.8,74,40.9,Pass,D,Poor
922,Student_922,5.4,67,84.3,Pass,A,Good
923,Student_923,9.1,68,69.99,Pass,C,Average
924,Student_924,8.2,85,84.4,Pass,A,Good
925,Student_925,4.8,59,69.99,Pass,C,Average
926,Student_926,1.2,82,85.2,Pass,A,Excellent
927,Student_927,3.4,99,86.1,Pass,A,Excellent
928,Student_928,5.9,54,79.5,Pass,B,Good
929,Student_929,6.7,96,69.99,Pass,C,Average
930,Student_930,3.3,98,90.8,Pass,A+,Excellent
931,Student_931,2.3,84,76.8,Pass,B,Good
932,Student_932,8.5,93,45.3,Pass,D,Poor
933,Student_933,9.9,83,69.3,Pass,C,Average
934,Student_934,5.7,82,44.7,Pass,D,Poor
935,Student_935,2.5,70,64.5,Pass,C,Average
936,Student_936,3.5,66,64.4,Pass,C,Average
937,Student_937,1.2,71,44.0,Pass,D,Poor
938,Student_938,9.2,97,60.9,Pass,C,Average
939,Student_939,2.1,86,46.7,Pass,D,Poor
940,Student_940,6.2,64,88.5,Pass,A,Excellent
941,Student_941,3.5,84,96.9,Pass,A+,Excellent
942,Student_942,6.0,77,44.3,Pass,D,Poor
943,Student_943,6.9,56,97.3,Pass,A+,Excellent
944,Student_944,8.5,81,71.4,Pass,B,Good
945,Student_945,2.9,60,58.0,Pass,D,Average
946,Student_946,1.1,59,44.6,Pass,D,Poor
947,Student_947,2.2,58,70.0,Pass,B,Good
948,Student_948,9.1,63,87.7,Pass,A,Excellent
949,Student_949,8.9,62,82.4,Pass,A,Good
950,Student_950,6.4,74,43.0,Pass,D,Poor
951,Student_951,6.4,51,69.99,Pass,C,Average
952,Student_952,7.0,84,64.2,Pass,C,Average
953,Student_953,2.6,56,57.7,Pass,D,Average
954,Student_954,9.2,70,53.9,Pass,D,Average
955,Student_955,4.8,67,56.9,Pass,D,Average
956,Student_956,4.4,52,88.2,Pass,A,Excellent
957,Student_957,5.7,91,95.8,Pass,A+,Excellent
958,Student_958,1.4,88,64.3,Pass,C,Average
959,Student_959,2.5,90,94.4,Pass,A+,Excellent
960,Student_960,7.6,98,59.3,Pass,D,Average
961,Student_961,1.7,60,68.6,Pass,C,Average
962,Student_962,6.4,88,53.6,Pass,D,Average
963,Student_963,3.2,73,78.4,Pass,B,Good
964,Student_964,4.5,95,98.7,Pass,A+,Excellent
965,Student_965,3.6,68,76.2,Pass,B,Good
966,Student_966,4.2,53,61.5,Pass,C,Average
967,Student_967,7.5,75,78.9,Pass,B,Good
968,Student_968,3.7,87,47.4,Pass,D,Poor
969,Student_969,6.1,91,93.3,Pass,A+,Excellent
970,Student_970,5.3,81,70.2,Pass,B,Good
971,Student_971,7.0,88,67.0,Pass,C,Average
972,Student_972,9.4,94,69.99,Pass,C,Average
973,Student_973,7.6,95,77.5,Pass,B,Good
974,Student_974,2.9,85,44.3,Pass,D,Poor
975,Student_975,1.3,89,81.0,Pass,A,Good
976,Student_976,3.4,86,54.5,Pass,D,Average
977,Student_977,6.4,82,82.8,Pass,A,Good
978,Student_978,1.5,85,89.4,Pass,A,Excellent
979,Student_979,5.5,52,88.2,Pass,A,Excellent
980,Student_980,6.4,58,73.2,Pass,B,Good
981,Student_981,4.0,57,71.2,Pass,B,Good
982,Student_982,7.9,82,48.6,Pass,D,Poor
983,Student_983,2.0,55,86.5,Pass,A,Excellent
984,Student_984,1.7,90,56.3,Pass,D,Average
985,Student_985,7.6,88,69.8,Pass,C,Average
986,Student_986,5.5,53,57.1,Pass,D,Average
987,Student_987,7.2,62,69.99,Pass,C,Average
988,Student_988,4.9,98,77.8,Pass,B,Good
989,Student_989,3.2,51,43.3,Pass,D,Poor
990,Student_990,8.4,54,84.9,Pass,A,Good
991,Student_991,8.2,93,59.1,Pass,D,Average
992,Student_992,7.3,76,40.0,Pass,D,Poor
993,Student_993,3.4,81,70.7,Pass,B,Good
994,Student_994,6.3,70,42.8,Pass,D,Poor
995,Student_995,4.2,57,56.6,Pass,D,Average
996,Student_996,1.8,87,82.4,Pass,A,Good
997,Student_997,9.3,57,43.8,Pass,D,Poor
998,Student_998,2.2,99,90.4,Pass,A+,Excellent
999,Student_999,9.6,52,40.2,Pass,D,Poor
1000,Student_1000,5.0,93,54.8,Pass,D,Average
